player_id,game_date,passing_yards,rushing_yards,receiving_yards,passing_touchdowns,rushing_touchdowns,receptions,targets,opponent_def_rating,weather_conditions,dome_game,position,home_away,division_game,season_avg_yards,last_4_avg_yards,opponent_yards_allowed,snap_count,red_zone_targets,hit_prop
nfl_player_6,2025-03-25,364,113,108,0,2,1,3,91.9426836360526,wind,0,TE,away,1,574.1554622574315,573.1946931331418,401.2562384757507,32,2,1
nfl_player_12,2024-12-02,395,49,130,4,1,3,7,92.41631088353151,wind,1,RB,away,1,592.3535790845368,572.6191839887887,353.26127437195083,44,0,1
nfl_player_57,2024-10-30,0,89,61,3,2,8,15,108.18695132291225,clear,0,RB,home,0,131.3022498755484,151.0901217505087,403.33222078380976,32,4,1
nfl_player_68,2024-09-15,0,140,0,1,0,12,1,85.56679975993687,clear,1,WR,away,1,122.21027582675902,148.14766879060926,355.78817558899465,35,1,1
nfl_player_21,2025-01-07,0,118,132,4,0,12,13,97.01600783517745,rain,1,TE,away,1,234.89816142111866,235.6346154825883,373.5511009341092,66,0,1
nfl_player_6,2025-07-27,0,51,118,0,1,0,9,86.66341365155306,snow,1,QB,home,0,168.84392026501652,169.83156077760964,394.9440674476195,66,3,1
nfl_player_97,2024-09-11,0,47,97,2,3,2,9,94.29247100294631,snow,1,TE,home,1,132.28493662900922,148.05688765644845,403.4353833755623,65,1,1
nfl_player_42,2025-02-03,0,87,100,4,0,7,11,108.21492351730747,clear,0,WR,home,0,175.08909675933285,192.10292446368044,382.58104458343496,69,1,1
nfl_player_48,2025-07-05,0,91,0,1,3,2,11,94.94188773301406,snow,0,WR,away,0,88.43443057987336,105.07285664674711,418.65108475838394,54,3,1
nfl_player_63,2025-06-17,0,30,0,2,3,12,13,113.68590905991351,rain,0,QB,home,1,19.130289068589615,40.78829858145022,302.729046988109,59,5,0
nfl_player_37,2025-07-25,0,42,96,2,3,0,2,81.87641066694908,wind,0,WR,away,0,126.0793945529246,152.2475850336277,440.4169320114819,55,1,1
nfl_player_64,2025-06-12,207,70,33,0,1,7,5,97.94646186501737,clear,0,WR,home,0,329.6111262821687,307.19572948036824,375.02856289191493,30,0,1
nfl_player_83,2024-09-23,0,8,0,2,2,0,5,105.5704327343154,rain,0,WR,away,0,11.057946510163738,5.194930940952638,334.00952276266,49,5,0
nfl_player_26,2025-03-24,0,78,51,2,0,12,8,111.73657112474558,wind,0,QB,away,0,118.67156011565059,128.38281371448122,328.81627434204404,68,1,1
nfl_player_12,2024-10-21,0,19,0,1,1,7,12,110.1124635591203,snow,1,WR,away,0,33.261618500458106,22.5279264436592,346.39590148176245,54,5,0
nfl_player_17,2025-01-29,372,103,0,2,1,12,1,97.67583239726204,clear,0,TE,home,0,477.3904642969647,468.14032647109,381.52068254992,35,3,1
nfl_player_59,2025-02-04,66,51,0,4,2,2,2,97.56052597676758,wind,1,WR,home,0,132.6827797653203,104.43446946533837,321.0265777215205,46,0,1
nfl_player_90,2025-01-28,0,33,97,3,3,10,1,81.2924167537919,wind,0,QB,home,1,147.67783163040215,144.68297094646948,341.58774441593715,46,0,1
nfl_player_81,2024-11-19,0,98,131,1,2,6,6,117.86211427845026,rain,0,WR,home,0,216.56742875148763,237.91999841770416,352.620026586681,39,2,1
nfl_player_39,2024-09-01,0,14,24,0,0,0,3,112.53789996405101,wind,1,RB,away,0,47.21066791843958,38.274961391353735,420.58746163233747,47,0,0
nfl_player_63,2024-12-02,0,141,71,3,1,8,4,90.52333770721715,wind,1,QB,home,1,202.85807139092685,198.65635453199053,352.44844390614475,42,1,1
nfl_player_43,2025-03-09,125,117,28,3,2,3,0,103.5233689494386,wind,0,RB,home,1,289.26603344588705,255.1206351000971,341.18329321085764,45,0,1
nfl_player_30,2024-11-02,90,10,0,1,0,7,5,92.23784755694268,clear,0,QB,home,1,92.6450011336403,100.1870350626505,400.88322506642373,60,4,1
nfl_player_44,2025-07-15,0,79,0,3,2,8,7,97.83531138406471,wind,0,RB,home,0,87.13423887759852,93.12049547301527,320.66508955771315,57,3,0
nfl_player_46,2025-07-20,0,45,81,3,1,12,2,116.48996849383641,rain,1,QB,away,0,120.32499679734653,115.21956582375786,367.77173762719605,46,3,1
nfl_player_59,2025-05-27,0,47,122,2,2,11,1,80.40648468446817,rain,1,QB,home,1,175.81636485708518,164.03170622820684,420.75430118983013,49,4,1
nfl_player_75,2025-04-24,169,84,124,1,2,3,9,103.33905347780215,wind,1,QB,home,0,389.8202972947386,387.90137554607264,400.4661383938863,69,5,1
nfl_player_13,2024-10-27,236,102,137,2,0,6,1,81.28563319151972,snow,1,QB,home,1,494.58131307732526,477.0212362621978,324.1544371278314,64,5,1
nfl_player_6,2024-12-31,76,67,69,0,0,12,7,103.1470461692158,snow,1,WR,away,1,228.5616445623898,207.88333997120526,409.6529495417465,30,1,1
nfl_player_31,2024-10-09,0,88,61,2,1,0,13,80.39346987436777,wind,1,QB,home,0,167.9679797885051,140.2669447923542,387.1367199520848,30,4,1
nfl_player_12,2025-03-30,0,113,61,0,0,12,9,93.44219954391446,clear,1,RB,away,1,169.854696021691,169.21759073341036,396.62206835696963,46,3,1
nfl_player_35,2025-07-13,305,7,0,1,3,6,1,114.2915261181924,rain,0,TE,home,0,305.56482121253987,313.9277070763262,393.0888372979644,68,5,1
nfl_player_40,2024-10-31,0,134,71,3,1,6,9,108.82986730848721,snow,1,RB,home,0,189.73593414048983,215.23937494238115,361.86445080505626,67,4,1
nfl_player_37,2025-06-01,0,141,117,4,0,11,8,92.96700383122568,wind,1,WR,away,1,253.94517442072234,269.73072227209343,358.43744328226614,65,2,1
nfl_player_82,2024-11-07,164,114,0,1,3,8,4,98.15766561085813,rain,0,TE,home,0,297.76731161974345,285.5944930113101,311.93080322611104,49,5,1
nfl_player_33,2025-01-08,0,146,147,4,0,5,12,112.34383852141664,rain,0,QB,home,0,289.1159949482844,306.9256785145932,321.05874654172874,69,1,1
nfl_player_69,2025-05-06,0,58,0,3,3,5,8,104.37200241818297,wind,0,TE,home,1,67.51817266196323,60.15749634108271,431.4614505545959,55,1,0
nfl_player_20,2025-05-02,0,78,133,4,0,0,8,100.22132824548174,snow,0,TE,home,0,221.13277805287,201.10796963701895,406.71328347167184,67,2,1
nfl_player_16,2025-06-19,238,76,0,3,2,3,5,95.11134556736133,snow,1,WR,away,1,328.28015798448615,323.83126563616736,429.6477127960213,50,0,1
nfl_player_83,2025-01-07,142,10,0,3,2,6,4,105.71970544236535,wind,1,RB,away,0,140.55562269966805,151.78170936262495,415.9655394457399,65,4,1
nfl_player_22,2025-05-14,0,142,0,1,1,12,3,82.31563860426103,clear,0,WR,away,1,134.71600461635208,141.29658749544504,400.16139832382976,40,1,1
nfl_player_85,2024-08-26,0,84,44,4,1,9,2,115.92537467796585,rain,0,WR,away,1,130.42892963901582,134.96747195054365,367.7718334765176,69,3,1
nfl_player_69,2024-10-02,0,89,0,2,1,6,2,80.48059032637357,rain,1,TE,home,1,87.01165551205885,103.42554886413056,414.15478229869217,47,0,1
nfl_player_24,2024-11-25,0,83,68,1,1,10,11,98.70733967434039,rain,1,RB,away,1,150.89061753889925,154.71246496022502,439.1591549944201,30,5,1
nfl_player_92,2025-03-09,236,24,0,2,2,2,1,107.26959933847176,wind,0,QB,away,0,260.5172150911223,253.56095882783362,377.22749731581763,70,4,1
nfl_player_44,2025-03-08,0,0,31,2,3,9,5,93.32862564945923,snow,0,RB,home,0,35.1694682744367,25.020252057904173,419.8971996167595,58,5,0
nfl_player_65,2025-04-18,0,18,0,3,2,0,5,80.07608936248818,snow,1,WR,away,0,31.1526472362089,30.897703606295114,350.1060680318084,58,4,0
nfl_player_71,2025-03-04,0,14,34,1,0,6,11,81.35842956583183,clear,1,WR,away,1,55.89784515666892,55.996405062392014,410.2036348967264,55,2,0
nfl_player_4,2024-09-08,0,123,149,2,1,4,15,93.16953002350466,snow,1,TE,away,1,278.41322192436854,279.9215952986518,391.36969450415035,30,0,1
nfl_player_30,2025-05-04,0,10,0,2,1,3,9,95.98090637349281,wind,0,TE,away,0,-6.727012894056422,8.428138249070448,388.8151982339308,41,3,0
nfl_player_87,2024-09-05,0,146,39,4,3,7,1,117.93071986646518,clear,1,QB,home,1,184.00679853705867,189.1622352089513,371.9076533617464,48,0,1
nfl_player_94,2024-12-14,0,39,0,3,0,6,0,117.0211297547289,rain,1,WR,home,1,31.7860180070781,32.92586387401699,378.1873575313211,40,2,0
nfl_player_41,2025-02-02,0,118,0,2,0,10,10,97.56953491683876,clear,0,TE,home,0,107.07190635725266,114.3967223958251,434.59203055618354,68,3,1
nfl_player_8,2024-09-08,0,73,89,2,1,8,2,87.49285804104363,rain,0,RB,home,0,165.26754415912993,170.1443637058425,358.29912905155834,33,2,1
nfl_player_7,2025-01-31,190,132,0,3,2,7,6,109.39211408538888,rain,1,TE,home,1,336.92905469976495,329.4360909521948,376.18830482712326,53,5,1
nfl_player_23,2025-02-05,0,111,0,2,0,6,13,84.13869539111133,clear,1,RB,away,0,114.29311579423418,118.40252474430586,391.9469818169373,43,5,1
nfl_player_27,2025-05-02,0,114,86,4,1,12,7,98.54479893805546,rain,0,QB,away,1,195.02956792609098,188.38085561548806,375.6539920463802,56,5,1
nfl_player_78,2025-06-20,0,79,90,0,0,0,15,119.9668803286809,wind,0,TE,away,1,186.51339078192672,182.8088296897979,344.02310904158463,60,2,1
nfl_player_42,2025-07-28,0,33,0,1,1,5,4,102.53127681106248,rain,1,TE,home,0,31.718860658456926,23.84926098123243,313.81747798858004,69,1,0
nfl_player_76,2025-04-01,134,135,0,0,1,8,3,118.21717949256129,rain,0,WR,home,0,254.48145226082036,280.4769118623535,305.1973380433984,38,0,1
nfl_player_45,2024-10-03,346,128,0,0,2,0,9,87.35264652241533,snow,1,WR,home,0,457.49036679663016,468.8894190399137,310.2079229825571,49,1,1
nfl_player_91,2025-02-19,0,19,0,3,0,5,9,81.59377096895805,wind,0,RB,away,0,6.717219454759622,26.745508656091573,352.6025295412753,38,5,0
nfl_player_78,2025-08-08,259,62,0,3,2,11,11,103.46454008360621,clear,0,QB,home,0,307.11275165935837,332.9428658829424,360.94201279165753,64,5,1
nfl_player_68,2025-04-15,0,128,0,1,3,0,9,89.78223157088934,snow,1,TE,home,1,114.97510490688131,138.8756183937256,357.2737011316476,70,3,1
nfl_player_81,2024-09-15,300,20,4,0,1,5,10,104.8070427664736,clear,0,TE,away,0,320.20571653713864,315.7854364894771,388.3552210633108,45,3,1
nfl_player_66,2024-12-15,0,89,31,2,3,2,13,100.77976491687005,snow,1,QB,home,0,133.3463611478982,131.10035632404083,363.82422628995624,58,3,1
nfl_player_87,2024-12-10,244,73,0,3,2,6,1,108.47652314782958,wind,1,RB,away,1,298.18278204506623,331.46573604969177,428.74449618547766,53,2,1
nfl_player_81,2024-08-27,0,41,0,4,3,10,9,110.48746481374653,clear,1,WR,away,0,29.628882211593417,38.66727396420022,369.2602778014816,57,4,0
nfl_player_44,2025-07-26,19,50,0,3,0,10,4,84.94915951291297,wind,0,WR,away,1,63.2522157307747,68.65869785712748,386.56358307722536,39,5,0
nfl_player_82,2024-08-22,80,0,40,0,3,9,8,85.71708481315034,wind,1,RB,home,0,106.9564461530915,122.06092815149583,422.93641362655126,38,5,1
nfl_player_15,2024-09-07,223,145,60,2,0,3,13,116.06080670207015,snow,0,QB,away,1,422.2067525671384,438.35592305165306,382.108191016517,57,4,1
nfl_player_43,2025-05-09,0,43,0,2,1,5,2,103.99227671732203,clear,0,RB,away,1,52.80631485809782,52.7071664816551,414.2829272277143,68,5,0
nfl_player_93,2025-08-03,14,101,0,1,0,11,3,117.32588941853099,wind,0,RB,home,0,120.36034661030118,128.8020139649009,302.62400129362527,44,4,1
nfl_player_79,2025-07-31,40,113,82,4,2,2,15,91.3658326950683,wind,0,RB,home,0,229.54381374376052,243.1238890664919,311.98820536922716,34,5,1
nfl_player_93,2025-05-10,0,10,69,4,0,1,9,94.4133689521931,rain,0,TE,home,1,76.32406789836983,90.3089302801905,386.0402026963674,66,0,0
nfl_player_64,2025-07-31,0,94,0,1,3,11,5,91.48055740872233,snow,1,TE,home,0,84.08779819277187,99.11149816639508,419.4042273024508,48,2,1
nfl_player_25,2025-01-27,308,44,81,0,0,0,14,91.62357555966776,wind,1,QB,home,0,433.9816476506014,419.4302974525378,400.5717904687115,43,0,1
nfl_player_23,2025-01-23,0,110,0,1,1,0,6,85.59573903595548,snow,0,RB,home,0,127.64990735911232,99.75076360968812,303.0898705459955,30,2,1
nfl_player_10,2024-11-18,178,23,127,2,1,0,9,91.60600107512478,snow,1,RB,home,1,312.52781532849815,326.84633931967113,372.62797987514097,58,1,1
nfl_player_72,2024-09-30,187,133,0,2,2,9,14,108.46544589387338,wind,1,TE,home,1,307.5952577996097,317.3248888124619,328.7422409431221,63,0,1
nfl_player_40,2024-10-17,0,145,0,2,1,2,13,105.86833488757065,rain,0,TE,away,1,144.36824168030262,143.7277978027811,418.16650394671296,69,0,1
nfl_player_84,2025-07-29,319,27,109,0,3,11,3,97.8672292816903,snow,0,WR,home,0,448.3872576241819,447.5489425951972,336.79373043977404,60,1,1
nfl_player_6,2024-12-13,0,11,0,4,1,1,7,115.70520696704591,wind,0,QB,home,0,4.812487339030666,-3.2927127470331747,319.34904173092536,30,5,0
nfl_player_54,2024-12-21,393,12,0,0,2,2,0,119.71920441308228,rain,0,RB,home,1,392.80088029336906,408.46265868597635,379.44201711142597,52,4,1
nfl_player_78,2025-07-27,332,38,0,0,1,8,9,118.56317375441029,rain,0,QB,away,0,375.1835359172127,370.8950738981812,380.0054200677454,62,2,1
nfl_player_18,2025-04-10,0,101,0,1,2,5,10,118.77838217233264,rain,1,QB,home,1,108.72838454229654,97.48218278146165,329.02013166269955,56,5,1
nfl_player_77,2024-11-24,360,120,0,0,1,2,3,97.33403865775837,rain,1,WR,away,1,461.17671552817563,478.050298905554,440.0804838890159,35,0,1
nfl_player_89,2025-01-12,0,2,0,0,0,2,1,100.0338105983292,wind,0,WR,away,1,8.834514277142603,6.736232819495424,425.68372825629297,49,0,0
nfl_player_21,2024-12-11,0,36,0,1,1,8,13,97.0629408947789,rain,1,WR,home,0,33.9217238441588,38.67253847284983,449.78809722708274,55,4,0
nfl_player_54,2025-07-31,0,14,68,4,1,9,4,98.45012962365465,rain,0,QB,away,1,101.24340549361519,82.62294860354098,429.7552012220109,37,0,1
nfl_player_65,2025-06-03,340,114,0,2,0,8,10,96.66553347567398,rain,1,QB,home,1,459.1657387732548,441.7464010118328,427.73486554813763,47,3,1
nfl_player_35,2025-03-09,0,9,0,4,0,11,12,112.94364453922222,snow,1,WR,away,0,4.649596490244182,-0.1178233739544794,374.9324412179784,47,1,0
nfl_player_14,2025-07-12,0,49,0,1,1,10,9,107.2973319611655,clear,0,RB,away,1,68.30906317746746,55.00835629143096,389.72541561874107,70,5,0
nfl_player_57,2025-08-01,0,84,86,4,2,2,3,97.01463444645977,wind,1,QB,home,0,152.41125262906405,173.03681678244388,423.69255102520276,35,1,1
