player_id,game_date,points_scored,rebounds,assists,opponent_def_rating,minutes_played,field_goal_attempts,three_point_attempts,free_throw_attempts,turnovers,home_away,days_rest,season_avg_points,last_5_avg_points,opponent_points_allowed,pace,usage_rate,hit_prop
nba_player_11,2025-02-05,35,3,4,100.14962622867688,37,13,1,10,6,away,4,35.414075152311625,33.955533383432325,104.64786790313968,103.79919446287165,15.676196498959456,1
nba_player_78,2024-09-14,13,0,5,115.94313199921503,39,20,6,10,2,away,2,10.678327467412526,15.686172046457258,121.69629858342972,100.06343481183222,16.124980362117547,0
nba_player_16,2024-08-21,32,10,7,116.62360586453443,43,21,2,0,1,home,3,30.609485673368493,30.08888861542253,106.97842807703931,104.90659389350294,31.82840877869967,1
nba_player_55,2024-09-16,12,2,2,110.7952721228005,32,13,1,3,0,away,1,7.563527128794633,13.050046537781231,122.68398951559149,104.43096981636836,18.914605426141474,0
nba_player_6,2025-04-16,29,13,12,118.3848831729582,30,9,4,3,3,away,1,24.756136011358386,30.396695380515524,101.01261415195815,104.49163230866101,16.111683373416902,1
nba_player_11,2025-02-23,25,14,12,103.93949622960966,30,21,2,7,1,away,0,25.032550329314862,23.602457244822702,102.24332549746897,95.83700654192008,28.464048655290515,1
nba_player_55,2025-06-06,25,4,12,107.5664349852325,34,14,0,3,1,home,1,26.683637655249814,25.118581049213546,129.88027620638093,104.0380238635114,29.95572251318862,1
nba_player_70,2025-04-05,41,10,9,117.17078424404947,28,10,10,9,2,away,3,37.99609226905964,41.34651090216769,115.8200259663498,104.32113235089795,28.71422401324859,1
nba_player_48,2024-12-17,44,13,1,114.64842603101499,36,9,2,9,6,home,1,48.464347115348374,46.33374973654095,123.88838276919637,104.51054323260294,28.852541353262545,1
nba_player_31,2024-12-26,11,11,3,111.91608817004668,24,17,5,5,5,home,3,8.370961804814943,8.177978793478065,119.40616548423324,95.11061462471064,20.289054455631508,0
nba_player_64,2024-08-28,23,11,1,105.11629697157636,44,24,0,7,4,home,4,26.656748759648217,24.93369160020902,105.40939545505678,97.51040074044563,18.50768863283719,1
nba_player_3,2024-11-13,15,0,0,114.40195777586072,34,11,11,8,3,away,3,11.265161917384802,15.595776195986398,104.27977120508085,99.58408084860025,31.00550160038348,0
nba_player_20,2024-11-27,22,12,5,115.08510004542505,37,25,9,3,2,home,3,23.413905814381824,22.260697273362545,102.64037752129276,103.29964607191218,16.655991510553292,1
nba_player_95,2025-07-23,35,11,1,105.30782689726261,43,25,1,6,4,home,0,37.19338931229399,32.62387999562909,102.72622135809522,102.27061883289117,18.952213384102357,1
nba_player_3,2025-05-22,10,4,2,107.04836932571776,42,8,10,10,2,home,3,12.980219409428573,10.016521244150617,110.32258392757102,95.77905658444338,32.22367654527453,0
nba_player_20,2024-09-08,35,5,6,110.68410348426224,28,21,4,4,0,home,4,31.675634117874303,37.079480912881586,114.54045454831662,100.72274468074434,24.92874347885475,1
nba_player_49,2025-05-09,34,15,0,110.15466150785366,40,8,12,5,1,home,2,33.18882446666316,31.41234905645674,105.24642172187147,99.66471025681835,21.32311152525771,1
nba_player_67,2024-10-27,33,0,9,108.51812301537839,41,18,4,6,0,home,0,30.51671913862866,34.46865385830668,105.63256513967124,99.87200780644166,21.225182797502384,1
nba_player_43,2025-01-03,29,4,11,111.02805627245768,36,20,6,8,0,home,1,31.804833528471168,27.704241188854446,125.40411523844163,99.78460434264804,23.09465375781813,1
nba_player_44,2024-11-20,45,13,6,116.43987259210573,41,25,7,0,3,away,1,40.17851824143239,43.86931829417706,102.66699028791616,103.65164057290141,22.931123345960795,1
nba_player_90,2025-06-14,20,13,5,104.74725259825743,23,15,7,9,3,away,1,22.53532181330852,17.585893024350252,120.99647631642625,103.03373741648993,18.499275414616132,0
nba_player_36,2025-02-24,38,7,10,114.76812767197924,44,19,3,10,0,away,3,37.508487823717104,39.054274876177196,109.75199353813062,101.47398051284173,26.421616270089263,1
nba_player_8,2025-03-04,17,15,12,113.61671288785142,30,25,3,9,4,home,2,14.555005268720656,16.22009075571601,113.67560097269485,96.06386588374446,18.99559915661576,0
nba_player_46,2025-08-11,14,3,12,102.1817468425412,43,20,6,0,1,home,4,12.544238286004656,16.93293960118999,119.6470433435183,96.77204036643536,27.066475399961785,0
nba_player_94,2025-04-24,40,7,11,118.50088068782428,28,10,6,3,3,away,4,36.083662091388675,39.83764479755539,122.03255043894075,99.55476662069105,15.084689299707218,1
nba_player_16,2025-08-18,22,1,9,100.68253606356029,40,16,7,8,2,home,3,17.436458632737576,20.00370327952368,103.47054702727077,95.74733232083143,20.43465509851579,1
nba_player_55,2025-07-09,45,10,6,101.90286491229332,36,14,7,7,6,home,3,48.8403857576712,43.2187640922903,123.36658276738632,100.40765739972171,17.62424410737536,1
nba_player_55,2025-01-28,37,7,12,116.16946869240901,34,25,10,7,5,home,1,33.069548158703206,39.05626596998617,129.29450529340698,96.37738401930115,26.356282040750898,1
nba_player_39,2025-06-10,37,7,10,109.75939186047937,43,23,2,4,4,home,2,36.710271679789315,34.95482397563992,121.9924679733668,104.53600876557165,34.156024388555124,1
nba_player_2,2024-10-24,11,10,12,113.3256667216307,42,10,5,2,6,away,3,7.145439113043942,11.49063407117183,105.65883962393293,98.1355769475685,23.453573205328624,0
nba_player_34,2024-09-27,39,15,3,116.7562557999039,24,9,2,10,0,away,3,40.9866238752234,36.471454597219584,107.46173865205401,104.64431611938028,24.244787177524476,1
nba_player_14,2025-05-12,10,5,0,103.94753306913039,45,24,3,6,5,home,2,12.671533695352467,9.645438791193136,105.43451493150648,103.96762568664909,24.744806338896844,0
nba_player_2,2025-05-23,36,13,3,111.43668615964673,41,24,2,5,1,away,1,33.67090797333982,36.599023565198124,103.75872433520465,102.37110736033497,29.11553250751722,1
nba_player_79,2025-02-11,30,13,4,102.28910618186718,32,9,0,4,0,home,0,26.788834839532445,31.839464420381102,123.64306845979452,103.08644281635287,18.630533508978495,1
nba_player_16,2024-10-09,10,6,8,113.61373325309428,45,24,1,1,0,away,4,9.056846720490872,7.492657697917839,117.04290236776441,101.3552326492063,25.132757705694058,0
nba_player_89,2024-09-23,36,5,3,106.2685164349773,20,19,9,7,4,home,4,32.06423098758342,37.692197774773376,104.68117745756619,102.21881391780792,21.121027602746185,1
nba_player_70,2025-08-15,40,0,10,109.75288609720053,42,13,8,10,3,away,3,42.94212083578583,40.69177333608264,108.44107007127336,103.72103969702714,32.15648222318163,1
nba_player_12,2025-06-26,33,15,10,100.92381370909065,31,10,5,2,5,away,1,36.33466834847162,31.882963236386598,104.18416647265717,100.48870036804678,34.03865972720032,1
nba_player_68,2024-10-18,40,3,0,115.82674241014101,26,18,0,4,6,home,3,42.2662132926942,40.96154979339821,122.78077488862947,103.61156005798951,20.083001177289102,1
nba_player_60,2025-02-04,5,5,3,108.12341400719242,32,10,10,7,6,away,0,0.3866967482998094,2.1971449520009037,117.06574850273029,98.32032997555392,24.336644491085426,0
nba_player_35,2025-06-17,39,1,1,116.26032287023314,39,13,6,9,6,away,1,34.01064770444104,38.73743694247118,111.47594345852524,96.03748593540365,24.43319141423692,1
nba_player_58,2024-08-23,14,13,8,111.60060660319353,33,10,3,7,5,away,0,13.602895623235225,12.327271749734406,119.33528970525653,101.60885169870555,27.625101821508764,0
nba_player_15,2025-02-17,20,12,1,114.39067235706192,24,15,9,7,4,home,3,15.690521910056214,20.5930464203971,107.56357475667298,99.30494078383508,27.6662457319721,0
nba_player_57,2025-02-08,24,1,0,119.17414570646069,37,18,0,1,2,home,4,26.361017964719196,26.120863514428017,100.21183868693258,98.66743892411566,28.183302153592802,1
nba_player_99,2025-03-03,36,4,2,111.75628519114017,37,16,2,1,0,away,0,33.25517017258169,34.122097027175705,128.34735548419314,101.90038015623351,33.809970391858236,1
nba_player_75,2024-12-15,24,3,7,113.8836995262333,43,25,8,10,5,away,1,24.933516048736642,26.130103063711186,126.3664131481823,101.67677794292491,15.451067403852832,1
nba_player_85,2025-05-29,26,6,11,115.93776040010738,24,11,1,10,0,away,3,29.468976916397637,23.109025941710172,108.96326447896142,98.8111892379599,16.384179828524005,1
nba_player_60,2025-05-23,42,4,1,116.08061869783785,44,20,9,4,2,home,3,45.155593080852874,44.85951856645093,119.94998791169012,103.87204651655163,21.460436186615006,1
nba_player_20,2025-05-12,14,13,3,106.57012684964525,42,23,1,7,2,away,2,10.431483648191485,12.453982089369287,121.66162187383235,100.64173947606407,31.63300641898361,0
nba_player_36,2024-12-28,21,3,0,101.40872391650142,23,19,1,4,4,home,1,20.2458996088562,23.22302190179523,124.86349109665488,95.79677749874706,24.695435408233728,1
nba_player_97,2025-06-27,36,0,12,119.38491557026411,30,21,10,6,5,away,2,31.809898668519242,35.63115757566515,116.49221227050485,102.349179520163,28.952132389984826,1
nba_player_74,2025-03-19,15,7,8,111.4997039148769,23,9,11,2,3,away,0,13.410413136503543,12.854502067584306,120.46774543724365,103.29200844128073,32.10531289489563,0
nba_player_29,2025-02-05,13,9,0,108.1881448089947,38,24,7,10,2,home,3,15.021768622397163,12.704409045769264,120.78490568334706,98.59136988562881,21.95276218743871,0
nba_player_91,2025-02-01,44,11,6,100.15702949584373,35,15,12,10,5,home,0,43.63310100801711,46.78358294515036,113.82124845845432,99.08791019131321,28.878518555584442,1
nba_player_54,2025-05-05,38,14,11,113.07288837089794,32,23,0,6,5,away,2,35.99218071083231,40.71089342022188,117.42162144085992,95.14410321855709,22.62905124599193,1
nba_player_26,2025-02-18,43,8,10,105.56517519573119,42,16,2,1,1,away,3,38.95620552102948,40.21752808882483,121.39607217707092,103.71343493277811,25.557669592726835,1
nba_player_60,2025-02-12,7,15,5,113.09798535496945,29,8,3,1,5,home,1,3.21563503995197,8.518668695143004,104.26616731737307,101.64239582036659,32.06903823701841,0
nba_player_91,2025-07-06,10,15,4,102.27117030882273,27,24,6,0,5,home,3,7.581904961468894,12.882525079398928,124.6279615196533,96.84178058994978,34.568427791015296,0
nba_player_93,2025-04-02,13,8,6,100.09915540588874,26,24,7,10,5,away,2,12.685234400633156,15.873046737920728,100.61640007953218,100.58814459413749,20.791971271850834,0
nba_player_69,2025-08-17,13,15,6,104.6708431857037,40,16,8,10,6,away,3,17.43829081640905,15.445716293990571,122.20836830380345,96.03126270548704,16.795030729944784,0
nba_player_56,2025-01-03,26,7,6,118.52410841136256,40,16,12,5,1,away,3,24.782669397265717,24.76930774904366,108.20084936267428,104.0212761553303,15.321109170087826,1
nba_player_91,2025-08-07,31,13,0,112.7490596183835,37,22,5,1,6,away,3,32.72122000779091,32.187200819433315,106.45055559542708,97.27299606813867,21.73919369993694,1
nba_player_60,2025-04-16,8,4,10,108.50835132077277,38,24,2,10,1,away,3,11.041132623614844,10.226449949727293,114.6850868926174,101.61219540358394,25.925606492586045,0
nba_player_12,2025-02-01,41,10,2,102.06952081973944,37,18,6,8,6,home,3,44.70035019817164,38.08236449112912,106.35755060075361,103.5964273249822,23.970473177599985,1
nba_player_57,2024-11-13,7,11,7,106.82096311936101,30,17,5,10,5,home,2,9.71443402115015,6.821440050101279,113.02105800406582,100.30918972286142,34.130181219012364,0
nba_player_5,2024-11-11,38,11,8,104.57316891711316,22,8,7,9,4,away,1,38.29326323879191,37.708085595146734,111.07794198675138,95.3217660111248,20.119241292640673,1
nba_player_67,2024-11-08,38,1,10,102.6310213325982,40,17,5,3,5,away,3,38.22715974629665,38.42953044458037,120.08994515490137,104.19752055133014,28.190901358825577,1
nba_player_1,2025-01-27,5,4,9,103.4105645013123,43,23,10,8,5,home,1,0.2852958513293906,7.565821491601735,118.42017044195293,95.23352457702988,28.990805673390984,0
nba_player_28,2025-05-11,44,12,9,103.93190022388754,24,23,5,9,0,home,2,46.87451987544429,42.16687026106947,101.84459404020708,96.09001084529736,28.941232949642774,1
nba_player_41,2025-08-12,25,10,0,117.68054502942178,43,25,6,10,2,home,0,24.906356618547647,26.554716615029445,101.19808101677451,99.64116239359211,24.487587717679986,1
nba_player_22,2024-10-13,24,9,11,114.35291556034113,21,11,9,7,4,away,4,25.757337306368157,22.302193143067385,102.15043588241771,104.80221537047098,15.606229373225142,1
nba_player_12,2024-11-10,17,2,2,102.18457257128175,36,8,1,6,5,home,0,14.804591969975343,15.440941540278917,127.16615556127752,98.7376429671121,32.3332306333013,0
nba_player_1,2025-07-07,37,10,8,111.94780025331035,38,13,5,9,1,home,3,38.491074882449254,38.578818597912026,103.57204822484377,104.17355276258499,28.88031843655707,1
nba_player_2,2025-01-24,45,12,4,112.98391927351818,30,12,1,5,2,home,1,44.35140911462651,44.61628524697519,101.97958685399861,99.11738818983369,21.95508422585315,1
nba_player_41,2025-05-22,16,10,9,106.15471703275756,22,15,10,8,2,away,4,17.601257422571,15.394146372783517,116.14013630433926,103.52172846857219,18.372481668503617,0
nba_player_57,2025-03-10,30,10,7,111.32909124772789,29,19,6,7,1,home,4,31.127357665771335,29.95822700497394,104.55300356900413,104.87841918850617,20.8439072217221,1
nba_player_87,2024-09-19,33,6,6,114.89202002061343,42,24,5,9,4,away,2,28.199666759135777,30.97934534220503,123.01562919642726,102.32023839418912,24.663797573779586,1
nba_player_33,2024-10-17,6,9,2,113.57391003850215,42,13,12,2,6,home,1,6.027612322286711,3.032507433044059,110.56969283181007,101.51792117424486,24.04239721276543,0
